origin_200 mse:61.090718527086494 ,acc=1.0
OOitr_30_100_3 : mse=2.1070932199877825 ,acc=0.9622641509433962
	30 is chosen from 100 trees
OOitr_40_100_3 : mse=3.820678279243375 ,acc=0.9937106918238994
	40 is chosen from 100 trees
OOitr_50_100_3 : mse=5.967354816286664 ,acc=0.9937106918238994
	50 is chosen from 100 trees
OOitr_30_60_15 : mse=4.43820795655819 ,acc=0.9937106918238994
	30 is chosen from 60 trees
OOitr_40_60_15 : mse=6.81148478572727 ,acc=0.9874213836477987
	40 is chosen from 60 trees
OOitr_50_60_15 : mse=10.125971667370534 ,acc=0.9937106918238994
	50 is chosen from 60 trees
OOitr_30_80_20 : mse=4.508658191439367 ,acc=0.9811320754716981
	30 is chosen from 80 trees
OOitr_40_80_20 : mse=6.432043043007361 ,acc=0.9937106918238994
	40 is chosen from 80 trees
OOitr_50_80_20 : mse=9.123195647932512 ,acc=1.0
	50 is chosen from 80 trees

origin   		oo_15    		oo_20    		oo_25    		oo_15    		oo_20    		oo_25    		oo_15    		oo_20    		oo_25    		label
-3.65868 		-0.226881		-0.604553		-0.731011		-0.8147  		-0.756284		-0.961596		-0.64031 		-0.972161		-1.14729 		0.0      
-6.57059 		-0.684023		-1.21343 		-1.78545 		-1.49233 		-1.99922 		-2.53881 		-1.28866 		-1.77513 		-2.36436 		0.0      
-2.18725 		-0.321269		-0.472105		-0.616819		-0.387831		-0.681118		-1.02043 		-0.502839		-0.701434		-0.81026 		0.0      
-5.96768 		-0.722549		-1.26047 		-1.78957 		-1.35446 		-1.8744  		-2.44815 		-1.17026 		-1.6138  		-2.21155 		0.0      
-3.3597  		-0.571577		-0.997796		-1.36945 		-1.14456 		-1.28482 		-1.65795 		-1.23277 		-1.50401 		-1.80594 		0.0      
-2.85641 		-0.0591761		-0.13609 		-0.309052		-0.438445		-0.730762		-0.822836		-0.634043		-0.945746		-1.07553 		0.0      
-2.18725 		-0.321269		-0.472105		-0.616819		-0.387831		-0.681118		-1.02043 		-0.502839		-0.701434		-0.81026 		0.0      
-2.97215 		-0.625089		-0.775925		-0.920638		-0.435815		-0.729102		-1.06841 		-0.641504		-0.840099		-0.948924		0.0      
-6.97799 		-0.607687		-1.10575 		-1.65325 		-1.60862 		-2.099   		-2.77076 		-1.76739 		-2.01346 		-2.46987 		0.0      
-4.62029 		-0.526279		-0.778407		-0.884854		-0.688016		-0.813646		-1.13983 		-1.10922 		-1.24168 		-1.22641 		0.0      
-6.79432 		-0.594023		-0.854527		-1.31243 		-1.382   		-1.83    		-2.23813 		-1.68561 		-1.71579 		-2.01293 		0.0      
-6.42586 		-0.911571		-1.42797 		-1.63393 		-1.8949  		-2.30302 		-2.53421 		-1.92266 		-2.22164 		-2.69039 		0.0      
-5.36335 		-0.952317		-1.46872 		-1.67468 		-1.8949  		-2.30302 		-2.50005 		-1.92266 		-2.22164 		-2.69039 		0.0      
-6.01009 		-0.662919		-1.16728 		-1.36809 		-0.907309		-1.24655 		-1.81767 		-1.21033 		-1.39248 		-1.59007 		0.0      
-4.83431 		-0.555539		-0.848941		-0.986992		-0.736462		-0.981625		-1.30781 		-1.18902 		-1.29411 		-1.32854 		0.0      
-6.01009 		-0.662919		-1.16728 		-1.36809 		-0.907309		-1.24655 		-1.81767 		-1.21033 		-1.39248 		-1.59007 		0.0      
-6.01009 		-0.662919		-1.16728 		-1.36809 		-0.907309		-1.24655 		-1.81767 		-1.21033 		-1.39248 		-1.59007 		0.0      
-7.76244 		-0.904418		-1.54608 		-2.12667 		-1.87674 		-2.44428 		-2.9107  		-2.01543 		-2.40553 		-2.84346 		0.0      
-2.37741 		-0.112049		-0.275227		-0.54234 		-0.557379		-0.567303		-0.509289		-0.586799		-0.996649		-1.05008 		0.0      
-2.56399 		0.320015 		0.230186 		0.147593 		-0.137535		-0.302356		-0.579392		-0.219329		-0.165351		-0.33414 		0.0      
-3.54522 		0.0562065		-0.162406		-0.338407		-0.317645		-0.545744		-0.899366		-0.537916		-0.57123 		-0.780547		0.0      
-5.70045 		-0.629305		-1.14034 		-1.55976 		-1.3453  		-1.75665 		-2.05286 		-1.38499 		-1.86941 		-2.17833 		0.0      
-4.82019 		-0.440871		-0.829609		-1.06688 		-0.609546		-0.931721		-1.53028 		-0.83713 		-0.906667		-1.27914 		0.0      
-5.6413  		-0.618109		-1.12914 		-1.54857 		-1.36042 		-1.77176 		-2.11116 		-1.36849 		-1.85291 		-2.16183 		0.0      
-5.70045 		-0.629305		-1.14034 		-1.55976 		-1.3453  		-1.75665 		-2.05286 		-1.38499 		-1.86941 		-2.17833 		0.0      
-3.10842 		-0.340744		-0.729482		-0.880915		-0.495282		-0.817457		-1.25529 		-0.616548		-0.686085		-0.972716		0.0      
-3.18168 		0.209175 		-0.112464		-0.446738		-0.679128		-0.921745		-1.44907 		-0.724563		-0.746451		-0.944815		0.0      
