origin_200 mse:48.73751781779379 ,acc=1.0
OOitr_30_100_3 : mse=1.551448870846681 ,acc=0.9308176100628931
	30 is chosen from 100 trees
OOitr_40_100_3 : mse=2.8731385526590207 ,acc=0.9937106918238994
	40 is chosen from 100 trees
OOitr_50_100_3 : mse=4.423885774711326 ,acc=0.9937106918238994
	50 is chosen from 100 trees
OOitr_30_60_15 : mse=3.490061316487092 ,acc=0.9559748427672956
	30 is chosen from 60 trees
OOitr_40_60_15 : mse=5.404235692266848 ,acc=0.9622641509433962
	40 is chosen from 60 trees
OOitr_50_60_15 : mse=8.15534174433206 ,acc=0.9748427672955975
	50 is chosen from 60 trees
OOitr_30_80_20 : mse=4.035679352334229 ,acc=0.9308176100628931
	30 is chosen from 80 trees
OOitr_40_80_20 : mse=5.488446801957588 ,acc=0.9748427672955975
	40 is chosen from 80 trees
OOitr_50_80_20 : mse=7.3178668272740355 ,acc=0.9748427672955975
	50 is chosen from 80 trees

origin   		oo_15    		oo_20    		oo_25    		oo_15    		oo_20    		oo_25    		oo_15    		oo_20    		oo_25    		label
-5.56619 		-0.595695		-1.02795 		-1.62757 		-1.26642 		-1.86098 		-2.34254 		-1.29074 		-1.62377 		-2.24382 		0.0      
-4.96042 		-0.354176		-0.616825		-1.06849 		-0.642758		-1.13529 		-1.4302  		-0.765767		-1.22377 		-1.4739  		0.0      
-4.32951 		-0.218579		-0.713444		-0.797037		-1.16694 		-1.14246 		-1.52482 		-1.04622 		-1.3646  		-1.80039 		0.0      
-3.88295 		-0.211923		-0.349682		-0.56617 		-0.771211		-1.37429 		-1.85322 		-1.12153 		-0.989315		-1.40011 		0.0      
-3.02348 		-0.1995  		-0.454769		-0.709724		-0.55352 		-0.837161		-0.984868		-0.770306		-1.14179 		-1.24985 		0.0      
-6.68779 		-0.775319		-1.20758 		-1.85914 		-1.26642 		-1.86098 		-2.34254 		-1.34542 		-1.73039 		-2.35044 		0.0      
-3.59376 		-0.237654		-0.235568		-0.462375		-0.706172		-1.28849 		-1.74422 		-1.073   		-0.906339		-1.22966 		0.0      
-3.49293 		-0.417796		-0.598164		-0.886793		-0.673355		-1.25567 		-1.38032 		-1.12598 		-1.07955 		-1.40288 		0.0      
-3.21875 		0.0653784		-0.322479		-0.52106 		-0.949709		-1.06634 		-1.37501 		-0.980606		-1.25177 		-1.44116 		0.0      
-6.11248 		-0.454481		-0.797042		-1.12434 		-1.17293 		-1.62117 		-2.28733 		-1.50438 		-1.68986 		-2.01461 		0.0      
-6.09789 		-1.01381 		-1.42323 		-1.89112 		-1.45529 		-2.0965  		-2.61468 		-1.53499 		-1.90107 		-2.34048 		0.0      
-5.49705 		-0.528131		-1.03355 		-1.41042 		-1.04826 		-1.22378 		-1.61712 		-1.05319 		-1.51874 		-1.81443 		0.0      
-4.14352 		-0.511338		-0.507011		-0.802622		-1.0417  		-1.6829  		-2.13863 		-1.5131  		-1.32488 		-1.68402 		0.0      
-5.00722 		-0.397856		-0.710037		-0.826286		-1.40118 		-1.83297 		-2.39438 		-1.59808 		-1.69358 		-1.93479 		0.0      
-4.98227 		-0.289138		-0.601319		-0.717568		-1.40118 		-1.83297 		-2.39438 		-1.53771 		-1.63321 		-1.87443 		0.0      
-6.06994 		-0.71055 		-1.04406 		-1.43225 		-1.14378 		-1.42738 		-1.8574  		-1.07033 		-1.48524 		-1.86327 		0.0      
-4.99801 		-0.500023		-0.951083		-1.37847 		-1.19994 		-1.65692 		-2.16308 		-1.33402 		-1.59633 		-1.97565 		0.0      
-4.36007 		-0.350563		-0.696622		-1.00059 		-0.46612 		-0.853961		-1.20357 		-0.882047		-1.06314 		-1.19813 		0.0      
-6.71978 		-0.962578		-1.37888 		-1.80559 		-1.33715 		-1.77326 		-2.29484 		-1.50065 		-1.9675  		-2.27317 		0.0      
-3.75346 		-0.169997		-0.509674		-0.597978		-0.924891		-1.20902 		-1.63494 		-1.20538 		-1.28092 		-1.40974 		0.0      
-0.517325		0.232154 		0.279091 		0.221936 		-0.198847		-0.382745		-0.500838		-0.522947		-0.303965		-0.180366		0.0      
-3.51391 		-0.182265		-0.231257		-0.518419		-0.536691		-0.923048		-1.39607 		-1.07842 		-0.955364		-1.06177 		0.0      
-5.33564 		-0.351341		-0.684491		-1.02823 		-1.20394 		-1.60372 		-2.19015 		-1.55591 		-1.73564 		-1.9623  		0.0      
-3.08397 		-0.106502		-0.422624		-0.567192		-1.19049 		-1.49654 		-1.91879 		-1.43841 		-1.48625 		-1.62478 		0.0      
-4.37159 		-0.259196		-0.329161		-0.684915		-0.65538 		-1.25063 		-1.81492 		-1.21557 		-1.11049 		-1.28849 		0.0      
-2.14357 		0.0942239		-0.298535		-0.299954		-0.674857		-0.710554		-0.516415		-0.851569		-0.796529		-0.801703		0.0      
-5.33003 		-0.876564		-1.37796 		-1.6272  		-1.85672 		-2.16277 		-2.64446 		-1.93279 		-2.24946 		-2.55922 		0.0      
-6.64651 		-1.09856 		-1.71134 		-2.23135 		-2.06415 		-2.54305 		-3.10498 		-2.00106 		-2.5052  		-2.99715 		0.0      
-2.83211 		0.225444 		-0.184575		-0.368195		-0.182605		-0.333366		-0.55578 		0.0389771		-0.320746		-0.553323		0.0      
-5.30508 		-0.767845		-1.26924 		-1.51848 		-1.85672 		-2.16277 		-2.64446 		-1.87242 		-2.1891  		-2.49885 		0.0      
